chipFreq,coreFreq,blankFreq,retFreq,featFreq,toolDiv,lithDens,EstimatedArea,Sites
0.41455078125,0.041015625,0.4345703125,0.099609375,0,2.6605321596532185,4096,50,AR I
0.3557498318762609,0.01613987895090787,0.5427034297242771,0.0605245460659045,2.2222222222222223,3.6893239368631092,3304.4444444444443,8,CPM III Trench
0.2638741229002764,0.04614076121624495,0.3404210078673187,0.3149053795449713,0,1.8709189212050747,3359.2857142857147,70,CPM I Upper
0.3865440869201839,0.014208106978687839,0.4931048892603427,0.07814458838278311,0,3.1444714237466616,2393,70,CPM II Upper
0.44026548672566373,0.018141592920353982,0.4632743362831858,0.05309734513274336,0,3.3776224379485242,1291.4285714285713,40,CPM II Middle
0.33125707814269534,0.044167610419026046,0.4773499433748584,0.1143827859569649,0.47619047619047616,3.1661889512863133,840.952380952381,70,CPM I Lower
0.3254189944134078,0.04189944134078212,0.48743016759776536,0.12476722532588454,0,3.0542361089076304,2864,60,CPM III Upper
0.35547402973547015,0.014481560146746475,0.5014481560146746,0.07375941301409539,1.4285714285714286,2.8140448055315797,3699.2857142857147,100,CPM III S
0.5172158459829693,0.012217697149203998,0.3824509440947797,0.05997778600518327,0,3.064129385141706,1500.5555555555554,50,CPM V
0.2821943282194328,0.021385402138540215,0.5876336587633659,0.0794979079497908,0.6666666666666666,3.1353483628976773,1434,100,CR II
0.47223364870423695,0.01192924722336487,0.3932538050185109,0.08432743726861373,0,2.8635642126552705,2431,100,PC
0.6780250347705146,0.005563282336578581,0.26286509040333794,0.005563282336578581,0,0.7071067811865475,5752,5,QS
0.24074074074074073,0,0.14814814814814814,0.5740740740740741,0,0.5388159060803247,54,2,VB Shelter 2
0.5025951557093425,0.01903114186851211,0.27941176470588236,0.028546712802768166,0,2.6111648393354674,1284.4444444444443,8,VB Shelter Z
0.6136984164131367,0.006240736406896014,0.1797332085186052,0.010999297917154224,0.16666666666666666,2.6106709553062086,2136.5,30,VB Shelter B
0.7727737973387923,0.009723643807574206,0.13357215967246674,0.06192425793244626,0.17857142857142858,3.909090909090909,348.92857142857144,25,Picareiro F/G
